id,skill_area,type,difficulty,question_text,image_url,options,correct_answer,explanation,marks
Q0470,data_interpretation,quiz,medium,Sample question 470 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_470.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 470.,6
Q0471,statistics,quiz,easy,Sample question 471 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 471.,4
Q0472,statistics,quiz,medium,Sample question 472 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 472.,6
Q0473,data_interpretation,quiz,medium,Sample question 473 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_473.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 473.,6
Q0474,pattern_recognition,visual_sequence,medium,Sample question 474 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_474.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 474.,6
Q0475,data_interpretation,quiz,easy,Sample question 475 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_475.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 475.,4
Q0476,statistics,quiz,hard,Sample question 476 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 476.,10
Q0477,data_interpretation,quiz,medium,Sample question 477 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_477.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 477.,6
Q0478,critical_thinking,case_study,hard,Sample question 478 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_478.png,,subjective,Sample explanation for question 478.,10
Q0479,critical_thinking,case_study,easy,Sample question 479 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_479.png,,subjective,Sample explanation for question 479.,4
Q0480,pattern_recognition,visual_sequence,easy,Sample question 480 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_480.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 480.,4
Q0481,data_interpretation,quiz,medium,Sample question 481 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_481.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 481.,6
Q0482,pattern_recognition,visual_sequence,medium,Sample question 482 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_482.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 482.,6
Q0483,statistics,quiz,easy,Sample question 483 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 483.,4
Q0484,pattern_recognition,visual_sequence,easy,Sample question 484 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_484.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 484.,4
Q0485,critical_thinking,case_study,easy,Sample question 485 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_485.png,,subjective,Sample explanation for question 485.,4
Q0486,pattern_recognition,visual_sequence,medium,Sample question 486 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_486.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 486.,6
Q0487,pattern_recognition,visual_sequence,medium,Sample question 487 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_487.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 487.,6
Q0488,data_interpretation,quiz,easy,Sample question 488 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_488.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 488.,4
Q0489,critical_thinking,case_study,medium,Sample question 489 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_489.png,,subjective,Sample explanation for question 489.,6
Q0490,data_interpretation,quiz,easy,Sample question 490 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_490.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 490.,4
Q0491,data_interpretation,quiz,hard,Sample question 491 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_491.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 491.,10
Q0492,pattern_recognition,visual_sequence,easy,Sample question 492 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_492.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 492.,4
Q0493,critical_thinking,case_study,easy,Sample question 493 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_493.png,,subjective,Sample explanation for question 493.,4
Q0494,pattern_recognition,visual_sequence,medium,Sample question 494 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_494.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 494.,6
Q0495,critical_thinking,case_study,hard,Sample question 495 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_495.png,,subjective,Sample explanation for question 495.,10
Q0496,data_interpretation,quiz,medium,Sample question 496 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_496.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 496.,6
Q0497,critical_thinking,case_study,easy,Sample question 497 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_497.png,,subjective,Sample explanation for question 497.,4
Q0498,data_interpretation,quiz,medium,Sample question 498 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_498.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 498.,6
Q0499,pattern_recognition,visual_sequence,medium,Sample question 499 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_499.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 499.,6
Q0500,pattern_recognition,visual_sequence,easy,Sample question 500 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_500.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 500.,4
Q0501,statistics,quiz,easy,Sample question 501 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 501.,4
Q0502,data_interpretation,quiz,medium,Sample question 502 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_502.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 502.,6
Q0503,statistics,quiz,medium,Sample question 503 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 503.,6
Q0504,critical_thinking,case_study,medium,Sample question 504 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_504.png,,subjective,Sample explanation for question 504.,6
Q0505,data_interpretation,quiz,hard,Sample question 505 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_505.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 505.,10
Q0506,statistics,quiz,hard,Sample question 506 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 506.,10
Q0507,data_interpretation,quiz,easy,Sample question 507 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_507.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 507.,4
Q0508,data_interpretation,quiz,hard,Sample question 508 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_508.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 508.,10
Q0509,data_interpretation,quiz,easy,Sample question 509 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_509.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 509.,4
Q0510,statistics,quiz,hard,Sample question 510 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 510.,10
Q0511,statistics,quiz,medium,Sample question 511 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 511.,6
Q0512,statistics,quiz,easy,Sample question 512 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 512.,4
Q0513,statistics,quiz,medium,Sample question 513 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 513.,6
Q0514,critical_thinking,case_study,easy,Sample question 514 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_514.png,,subjective,Sample explanation for question 514.,4
Q0515,critical_thinking,case_study,easy,Sample question 515 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_515.png,,subjective,Sample explanation for question 515.,4
Q0516,critical_thinking,case_study,medium,Sample question 516 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_516.png,,subjective,Sample explanation for question 516.,6
Q0517,pattern_recognition,visual_sequence,easy,Sample question 517 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_517.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 517.,4
Q0518,critical_thinking,case_study,medium,Sample question 518 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_518.png,,subjective,Sample explanation for question 518.,6
Q0519,critical_thinking,case_study,easy,Sample question 519 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_519.png,,subjective,Sample explanation for question 519.,4
Q0520,data_interpretation,quiz,hard,Sample question 520 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_520.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 520.,10
Q0521,data_interpretation,quiz,medium,Sample question 521 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_521.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 521.,6
Q0522,pattern_recognition,visual_sequence,medium,Sample question 522 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_522.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 522.,6
Q0523,statistics,quiz,easy,Sample question 523 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 523.,4
Q0524,data_interpretation,quiz,medium,Sample question 524 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_524.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 524.,6
Q0525,statistics,quiz,easy,Sample question 525 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 525.,4
Q0526,statistics,quiz,hard,Sample question 526 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 526.,10
Q0527,pattern_recognition,visual_sequence,hard,Sample question 527 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_527.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 527.,10
Q0528,statistics,quiz,easy,Sample question 528 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 528.,4
Q0529,pattern_recognition,visual_sequence,easy,Sample question 529 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_529.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 529.,4
Q0530,data_interpretation,quiz,medium,Sample question 530 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_530.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 530.,6
Q0531,statistics,quiz,medium,Sample question 531 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 531.,6
Q0532,critical_thinking,case_study,easy,Sample question 532 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_532.png,,subjective,Sample explanation for question 532.,4
Q0533,pattern_recognition,visual_sequence,medium,Sample question 533 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_533.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 533.,6
Q0534,data_interpretation,quiz,easy,Sample question 534 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_534.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 534.,4
Q0535,critical_thinking,case_study,easy,Sample question 535 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_535.png,,subjective,Sample explanation for question 535.,4
Q0536,pattern_recognition,visual_sequence,hard,Sample question 536 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_536.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 536.,10
Q0537,critical_thinking,case_study,easy,Sample question 537 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_537.png,,subjective,Sample explanation for question 537.,4
Q0538,statistics,quiz,medium,Sample question 538 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 538.,6
Q0539,critical_thinking,case_study,hard,Sample question 539 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_539.png,,subjective,Sample explanation for question 539.,10
Q0540,data_interpretation,quiz,medium,Sample question 540 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_540.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 540.,6
Q0541,critical_thinking,case_study,easy,Sample question 541 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_541.png,,subjective,Sample explanation for question 541.,4
Q0542,data_interpretation,quiz,hard,Sample question 542 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_542.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 542.,10
Q0543,statistics,quiz,easy,Sample question 543 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 543.,4
Q0544,data_interpretation,quiz,easy,Sample question 544 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_544.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 544.,4
Q0545,pattern_recognition,visual_sequence,medium,Sample question 545 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_545.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 545.,6
Q0546,data_interpretation,quiz,medium,Sample question 546 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_546.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 546.,6
Q0547,pattern_recognition,visual_sequence,medium,Sample question 547 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_547.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 547.,6
Q0548,statistics,quiz,medium,Sample question 548 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 548.,6
Q0549,pattern_recognition,visual_sequence,easy,Sample question 549 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_549.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 549.,4
Q0550,pattern_recognition,visual_sequence,easy,Sample question 550 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_550.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 550.,4
Q0551,pattern_recognition,visual_sequence,hard,Sample question 551 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_551.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 551.,10
Q0552,pattern_recognition,visual_sequence,medium,Sample question 552 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_552.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 552.,6
Q0553,data_interpretation,quiz,easy,Sample question 553 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_553.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 553.,4
Q0554,data_interpretation,quiz,easy,Sample question 554 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_554.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 554.,4
Q0555,pattern_recognition,visual_sequence,easy,Sample question 555 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_555.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 555.,4
Q0556,pattern_recognition,visual_sequence,easy,Sample question 556 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_556.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 556.,4
Q0557,pattern_recognition,visual_sequence,medium,Sample question 557 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_557.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 557.,6
Q0558,critical_thinking,case_study,medium,Sample question 558 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_558.png,,subjective,Sample explanation for question 558.,6
Q0559,pattern_recognition,visual_sequence,medium,Sample question 559 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_559.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 559.,6
Q0560,statistics,quiz,easy,Sample question 560 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 560.,4
Q0561,critical_thinking,case_study,hard,Sample question 561 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_561.png,,subjective,Sample explanation for question 561.,10
Q0562,critical_thinking,case_study,hard,Sample question 562 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_562.png,,subjective,Sample explanation for question 562.,10
Q0563,data_interpretation,quiz,medium,Sample question 563 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_563.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 563.,6
Q0564,critical_thinking,case_study,hard,Sample question 564 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_564.png,,subjective,Sample explanation for question 564.,10
Q0565,pattern_recognition,visual_sequence,medium,Sample question 565 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_565.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 565.,6
Q0566,data_interpretation,quiz,medium,Sample question 566 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_566.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 566.,6
Q0567,statistics,quiz,medium,Sample question 567 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 567.,6
Q0568,pattern_recognition,visual_sequence,hard,Sample question 568 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_568.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 568.,10
Q0569,pattern_recognition,visual_sequence,medium,Sample question 569 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_569.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 569.,6
Q0570,pattern_recognition,visual_sequence,medium,Sample question 570 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_570.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 570.,6
Q0571,critical_thinking,case_study,easy,Sample question 571 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_571.png,,subjective,Sample explanation for question 571.,4
Q0572,critical_thinking,case_study,easy,Sample question 572 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_572.png,,subjective,Sample explanation for question 572.,4
Q0573,statistics,quiz,medium,Sample question 573 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 573.,6
Q0574,pattern_recognition,visual_sequence,hard,Sample question 574 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_574.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 574.,10
Q0575,pattern_recognition,visual_sequence,hard,Sample question 575 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_575.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 575.,10
Q0576,statistics,quiz,hard,Sample question 576 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 576.,10
Q0577,statistics,quiz,medium,Sample question 577 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 577.,6
Q0578,critical_thinking,case_study,easy,Sample question 578 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_578.png,,subjective,Sample explanation for question 578.,4
Q0579,data_interpretation,quiz,hard,Sample question 579 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_579.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 579.,10
Q0580,data_interpretation,quiz,medium,Sample question 580 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_580.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 580.,6
Q0581,statistics,quiz,hard,Sample question 581 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 581.,10
Q0582,pattern_recognition,visual_sequence,hard,Sample question 582 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_582.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 582.,10
Q0583,critical_thinking,case_study,medium,Sample question 583 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_583.png,,subjective,Sample explanation for question 583.,6
Q0584,data_interpretation,quiz,easy,Sample question 584 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_584.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 584.,4
Q0585,critical_thinking,case_study,medium,Sample question 585 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_585.png,,subjective,Sample explanation for question 585.,6
Q0586,data_interpretation,quiz,hard,Sample question 586 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_586.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 586.,10
Q0587,critical_thinking,case_study,medium,Sample question 587 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_587.png,,subjective,Sample explanation for question 587.,6
Q0588,pattern_recognition,visual_sequence,medium,Sample question 588 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_588.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 588.,6
Q0589,critical_thinking,case_study,medium,Sample question 589 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_589.png,,subjective,Sample explanation for question 589.,6
Q0590,statistics,quiz,medium,Sample question 590 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 590.,6
Q0591,statistics,quiz,easy,Sample question 591 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 591.,4
Q0592,data_interpretation,quiz,hard,Sample question 592 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_592.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 592.,10
Q0593,statistics,quiz,hard,Sample question 593 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 593.,10
Q0594,statistics,quiz,easy,Sample question 594 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 594.,4
Q0595,data_interpretation,quiz,medium,Sample question 595 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_595.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 595.,6
Q0596,critical_thinking,case_study,medium,Sample question 596 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_596.png,,subjective,Sample explanation for question 596.,6
Q0597,data_interpretation,quiz,medium,Sample question 597 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_597.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 597.,6
Q0598,critical_thinking,case_study,hard,Sample question 598 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_598.png,,subjective,Sample explanation for question 598.,10
Q0599,data_interpretation,quiz,medium,Sample question 599 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_599.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 599.,6
Q0600,pattern_recognition,visual_sequence,medium,Sample question 600 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_600.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 600.,6
Q0601,statistics,quiz,easy,Sample question 601 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 601.,4
Q0602,statistics,quiz,medium,Sample question 602 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 602.,6
Q0603,critical_thinking,case_study,hard,Sample question 603 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_603.png,,subjective,Sample explanation for question 603.,10
Q0604,pattern_recognition,visual_sequence,easy,Sample question 604 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_604.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 604.,4
Q0605,critical_thinking,case_study,easy,Sample question 605 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_605.png,,subjective,Sample explanation for question 605.,4
Q0606,statistics,quiz,medium,Sample question 606 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 606.,6
Q0607,pattern_recognition,visual_sequence,easy,Sample question 607 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_607.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 607.,4
Q0608,data_interpretation,quiz,easy,Sample question 608 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_608.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 608.,4
Q0609,data_interpretation,quiz,easy,Sample question 609 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_609.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 609.,4
Q0610,pattern_recognition,visual_sequence,easy,Sample question 610 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_610.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 610.,4
Q0611,statistics,quiz,hard,Sample question 611 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 611.,10
Q0612,critical_thinking,case_study,medium,Sample question 612 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_612.png,,subjective,Sample explanation for question 612.,6
Q0613,pattern_recognition,visual_sequence,hard,Sample question 613 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_613.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 613.,10
Q0614,critical_thinking,case_study,easy,Sample question 614 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_614.png,,subjective,Sample explanation for question 614.,4
Q0615,data_interpretation,quiz,medium,Sample question 615 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_615.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 615.,6
Q0616,critical_thinking,case_study,hard,Sample question 616 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_616.png,,subjective,Sample explanation for question 616.,10
Q0617,statistics,quiz,hard,Sample question 617 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 617.,10
Q0618,pattern_recognition,visual_sequence,medium,Sample question 618 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_618.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 618.,6
Q0619,critical_thinking,case_study,medium,Sample question 619 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_619.png,,subjective,Sample explanation for question 619.,6
Q0620,statistics,quiz,easy,Sample question 620 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 620.,4
Q0621,data_interpretation,quiz,medium,Sample question 621 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_621.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 621.,6
Q0622,statistics,quiz,medium,Sample question 622 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 622.,6
Q0623,data_interpretation,quiz,easy,Sample question 623 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_623.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 623.,4
Q0624,data_interpretation,quiz,hard,Sample question 624 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_624.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 624.,10
Q0625,critical_thinking,case_study,easy,Sample question 625 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_625.png,,subjective,Sample explanation for question 625.,4
Q0626,critical_thinking,case_study,medium,Sample question 626 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_626.png,,subjective,Sample explanation for question 626.,6
